mixture_collection	indiv	AK	East	FL	TX	West	na_count	Year	Month	Day	State	nearestCity	countryCode	latitude	longitude
ID	16N2121	2.79199304654847e-07	0.000923300013437048	1.64548286316675e-10	6.36680016648724e-15	0.999076420622705	5	2017	SEP	25	ID	Boise	USA	43.60583	-116.0597
ID	16N2122	6.60266395110699e-06	0.00149037007118683	3.11050245921984e-09	7.27233373279162e-22	0.99850302415436	3	2017	SEP	2	ID	Boise	USA	43.60583	-116.0597
ID	16N2123	1.58668765134067e-07	0.00012535238399732	7.90057877603512e-12	1.45698194075211e-13	0.999874488939192	3	2017	SEP	25	ID	Boise	USA	43.60583	-116.0597
ID	16N2124	1.81304337075964e-05	1.40802192959782e-06	1.42484431592974e-12	1.33904802868856e-15	0.999980461542938	11	2017	SEP	25	ID	Boise	USA	43.60583	-116.0597
ID	16N2125	3.40473350133761e-06	0.00171236449468485	6.51907548747343e-10	3.99114033445288e-09	0.998284226128766	1	2017	SEP	25	ID	Boise	USA	43.60583	-116.0597
ID	16N2126	9.40290483016434e-09	0.155780139153568	2.20439518771814e-05	1.10976254562467e-22	0.844197807491652	3	2017	SEP	26	ID	Boise	USA	43.60583	-116.0597
ID	16N2127	4.13075240023196e-06	7.18230220052236e-05	5.16704821756782e-10	5.641126160719e-12	0.99992404570325	5	2017	SEP	29	ID	Boise	USA	43.60583	-116.0597
ID	16N2129	5.26754969470871e-07	0.874550274112815	1.29639818596769e-06	6.49117407310128e-17	0.125447902734029	1	2017	SEP	30	ID	Boise	USA	43.60583	-116.0597
ID	16N2130	4.59696859269641e-05	0.000682030125630806	3.0428024811691e-08	1.44564609934524e-09	0.999271968314771	1	2017	OCT	3	ID	Boise	USA	43.60583	-116.0597
ID	16N2131	1.44315146692571e-07	0.000629511736769117	6.44524740373804e-11	4.06246166071272e-14	0.999370343883592	7	2017	OCT	3	ID	Boise	USA	43.60583	-116.0597
ID	16N2132	0.000610723507328555	1.34010567627205e-06	8.49970827584428e-12	1.13439044954434e-14	0.999387936378484	3	2017	OCT	3	ID	Boise	USA	43.60583	-116.0597
ID	16N2133	7.10577027819472e-07	0.00552935533272004	4.0204509996987e-10	2.3965345547087e-13	0.994469933687968	3	2017	OCT	6	ID	Boise	USA	43.60583	-116.0597
ID	16N2134	2.69317453484554e-07	0.0369131219922322	2.01461618242763e-08	6.80661142727963e-10	0.963086587863493	3	2017	OCT	26	ID	Boise	USA	43.60583	-116.0597
ID	16N2141	3.60073693517683e-08	1.0327864536711e-06	1.18161671663006e-11	3.01977360013118e-11	0.999998931164163	69	2017	SEP	14	ID	Boise	USA	43.70083	-116.0917
ID	16N2142	0.0136357928974509	3.74271317312766e-05	2.88197720160005e-08	8.22447460656963e-06	0.986318526676439	73	2017	SEP	23	ID	Boise	USA	43.70083	-116.0917
ID	16N2149	3.8868892184959e-08	0.497368289457233	4.26294227286387e-07	8.74098210676981e-16	0.502631245379646	7	2017	SEP	29	ID	Boise	USA	43.70083	-116.0917
ID	16N2149	7.11690179086204e-08	0.274043303666109	1.65609571525079e-07	4.83043160446142e-16	0.7259564595553	5	2017	SEP	29	ID	Boise	USA	43.70083	-116.0917
ID	16N2150	2.19527936859747e-09	3.69560546691493e-06	9.69483952469635e-10	1.25627527798088e-09	0.999996299973495	49	2017	SEP	29	ID	Boise	USA	43.70083	-116.0917
ID	16N2151	3.19268945990793e-05	0.000354550496226271	8.97054487822634e-11	4.22694391281068e-19	0.99961352251947	3	2017	SEP	30	ID	Boise	USA	43.70083	-116.0917
ID	16N2152	2.40580184421839e-07	0.00040674960468286	0.000800315822889006	3.58238095362022e-18	0.998792693992241	43	2017	SEP	30	ID	Boise	USA	43.70083	-116.0917
ID	16N2154	1.22063073050033e-09	0.0892579889404443	1.12632108368632e-09	1.06841210068969e-10	0.910742008605763	3	2017	OCT	6	ID	Boise	USA	43.70083	-116.0917
ID	16N2160	2.60079080984556e-09	1.66640338054297e-06	8.04135409571259e-14	3.64213008231176e-10	0.999998330631537	7	2016	SEP	16	ID	Boise	USA	43.699855	-116.092521
ID	16N2161	2.97552473205105e-09	5.44738247101333e-05	9.9875533309798e-10	5.34858224036116e-15	0.999945522201005	3	2016	SEP	7	ID	Boise	USA	43.699855	-116.092521
ID	16N2162	5.74163171354508e-07	0.281558132138271	2.61466820441908e-09	5.41031629864896e-16	0.718441291083889	3	2016	SEP	15	ID	Boise	USA	43.699855	-116.092521
ID	16N2163	1.50976872766198e-07	7.24606599974056e-07	3.56660214116637e-12	7.85226207931652e-22	0.999999124412961	5	2016	SEP	8	ID	Boise	USA	43.699855	-116.092521
ID	16N2164	1.88472569761225e-08	0.00109285978885435	5.69823721785037e-13	8.2546348342244e-17	0.99890712136332	3	2016	SEP	16	ID	Boise	USA	43.699855	-116.092521
ID	16N2165	6.54443016823358e-07	0.00762411114511091	2.11066637877235e-09	4.29854460864868e-16	0.992375232301206	3	2016	SEP	8	ID	Boise	USA	43.699855	-116.092521
ID	16N2166	4.70998234597123e-06	0.000751418565483048	4.35676588056937e-09	5.05527298276138e-18	0.999243867095406	3	2016	SEP	9	ID	Boise	USA	43.699855	-116.092521
ID	16N2167	6.41657894208625e-12	1.00059885526861e-06	2.82046459531019e-14	1.28589991123604e-15	0.999998999394698	3	2016	SEP	10	ID	Boise	USA	43.699855	-116.092521
ID	16N2168	1.1028255201677e-08	6.80230954699632e-06	1.09342486283842e-10	7.11201833017161e-14	0.999993186552785	3	2016	SEP	11	ID	Boise	USA	43.699855	-116.092521
ID	16N2169	4.01473540351105e-09	0.010663994329873	9.16392205894307e-14	1.33903196674541e-16	0.9893360016553	3	2016	SEP	7	ID	Boise	USA	43.699855	-116.092521
ID	16N2170	0.000698284925497557	1.04139859873953e-06	4.37614604237101e-13	3.24064366269091e-18	0.999300673675466	3	2016	SEP	11	ID	Boise	USA	43.699855	-116.092521
ID	16N2171	1.18190723746152e-10	9.78009970698935e-05	2.58871082833004e-11	6.5602863236717e-14	0.999902198858786	3	2016	SEP	11	ID	Boise	USA	43.699855	-116.092521
ID	16N2172	4.52928025761515e-10	0.952645004295652	1.17137774284611e-05	1.68113002485288e-16	0.0473432814739886	3	2016	SEP	12	ID	Boise	USA	43.699855	-116.092521
ID	16N2173	1.71631553105337e-09	2.0998428405687e-06	5.98057281573314e-12	4.18687944686156e-11	0.999997898392994	3	2016	SEP	12	ID	Boise	USA	43.699855	-116.092521
ID	16N2174	7.97111576779975e-09	4.02338931035933e-05	2.95367275020567e-09	6.21866615927826e-15	0.999959755182101	3	2016	SEP	15	ID	Boise	USA	43.699855	-116.092521
ID	16N2175	0.000157146285303342	0.168058727064281	8.7744421585375e-10	2.20314082578876e-14	0.831784125772948	3	2016	SEP	10	ID	Boise	USA	43.699855	-116.092521
ID	16N2178	7.82476434309537e-06	0.029947677812419	3.22664670717896e-06	1.15607482367481e-10	0.970041270660923	1	2016	SEP	19	ID	Boise	USA	43.699855	-116.092521
ID	16N2179	4.23820077460377e-05	0.00500335350237487	4.89286369522406e-09	1.37442465327671e-16	0.994954259597015	3	2016	SEP	9	ID	Boise	USA	43.699855	-116.092521
ID	16N2180	6.73135838903619e-07	1.15537239484058e-06	1.18303593468356e-13	1.18798306000591e-09	0.999998170303666	3	2016	SEP	15	ID	Boise	USA	43.699855	-116.092521
ID	16N2181	3.3149296107381e-05	0.000459111920655216	1.0948486104232e-12	2.227895711651e-10	0.999507738559355	3	2016	SEP	29	ID	Boise	USA	43.699855	-116.092521
ID	16N2182	1.05462316757452e-07	7.37849377134329e-06	4.20842043152527e-09	2.83253313876276e-14	0.999992511835462	3	2016	SEP	16	ID	Boise	USA	43.699855	-116.092521
ID	16N2183	1.75267458818383e-08	1.5824726858339e-07	4.32394348794878e-13	1.37941556968438e-13	0.999999824225416	3	2016	SEP	16	ID	Boise	USA	43.699855	-116.092521
ID	16N2184	5.31046796140573e-07	0.00091449255968667	1.02127708409387e-09	4.38930868386649e-13	0.999084975371801	5	2016	SEP	16	ID	Boise	USA	43.699855	-116.092521
ID	16N2185	1.10057381234439e-10	0.753676034977464	8.74268689119146e-06	8.06278682553256e-13	0.246315222224781	3	2016	SEP	17	ID	Boise	USA	43.699855	-116.092521
ID	16N2186	2.68763316263892e-07	9.11021832529855e-06	1.25111337988936e-14	4.78385427770983e-14	0.999990621018298	3	2016	SEP	24	ID	Boise	USA	43.699855	-116.092521
ID	16N2187	5.99982439312214e-10	0.0141011940527927	4.57312785054448e-09	1.38928493692971e-08	0.985898786881249	1	2016	SEP	24	ID	Boise	USA	43.699855	-116.092521
ID	16N2188	1.13173625808744e-07	0.00030119059354029	4.51788109990143e-07	3.81878067041463e-09	0.999698240625943	1	2016	SEP	16	ID	Boise	USA	43.699855	-116.092521
ID	16N2189	4.04503082777363e-10	0.00381820493986796	2.40266117748112e-09	1.03197086663245e-14	0.996181792252958	3	2016	SEP	10	ID	Boise	USA	43.699855	-116.092521
ID	16N2190	1.24821545510106e-08	0.000414879153802147	9.77977183197419e-10	1.91958155390532e-13	0.999585107385874	3	2016	SEP	19	ID	Boise	USA	43.699855	-116.092521
ID	16N2191	8.96102221208271e-07	0.00689099900211992	1.12377231225235e-08	1.74292286876112e-14	0.993108093657917	3	2016	SEP	16	ID	Boise	USA	43.699855	-116.092521
ID	16N2192	1.23218380978166e-10	0.0270810194174283	2.23649391671268e-07	5.38311618148733e-09	0.972918751426846	3	2016	OCT	1	ID	Boise	USA	43.699855	-116.092521
ID	16N2193	0.000761844907108012	0.458035772397476	3.7402557327476e-08	1.64550467351573e-14	0.541202345292843	1	2016	OCT	2	ID	Boise	USA	43.699855	-116.092521
ID	16N2194	2.55327739532191e-06	0.00203711804128723	3.06708124624169e-11	5.40926710812493e-17	0.997960328650646	3	2016	OCT	3	ID	Boise	USA	43.699855	-116.092521
ID	16N2195	1.1090711006537e-08	0.036122745479857	1.33865651935663e-06	1.46555026110731e-10	0.963875904626358	3	2016	OCT	3	ID	Boise	USA	43.699855	-116.092521
ID	16N2196	1.40262717620912e-10	0.00975089469858297	8.75817667367474e-06	2.61182944688781e-15	0.990240346984479	3	2016	SEP	5	ID	Boise	USA	43.699855	-116.092521
ID	16N2197	8.91161132992184e-05	7.1151385088523e-05	1.94815887314303e-13	6.38061451131152e-19	0.999839732501418	5	2016	SEP	5	ID	Boise	USA	43.699855	-116.092521
ID	16N2198	2.97495897250785e-09	0.000110495995394018	1.4776968225949e-09	7.70924239797806e-18	0.999889499551951	3	2016	SEP	20	ID	Boise	USA	43.699855	-116.092521
ID	16N2199	1.16069133602989e-05	0.024302434034003	2.40169778551487e-05	1.08057871958987e-12	0.975661942073702	3	2016	SEP	29	ID	Boise	USA	43.699855	-116.092521
ID	16N2200	0.000158850373095977	9.69796493523805e-05	3.44348198594936e-14	4.09697674834027e-08	0.999744129007751	5	2016	SEP	25	ID	Boise	USA	43.606004	-116.064106
ID	16N2201	7.54149597242245e-11	0.00807426492785491	2.61391058201931e-14	2.53008829578905e-15	0.9919257349967	3	2016	SEP	25	ID	Boise	USA	43.606004	-116.064106
ID	16N2202	3.71882697137753e-06	0.000156604874850371	8.96427333222779e-08	1.30445635231781e-18	0.999839586655444	3	2016	SEP	11	ID	Boise	USA	43.606004	-116.064106
ID	16N2203	2.16892146276222e-08	0.000437497781076725	1.18735596662356e-11	3.16398106317404e-16	0.999562480517833	3	2016	SEP	12	ID	Boise	USA	43.606004	-116.064106
ID	16N2204	5.32554268370793e-06	0.0239788956332005	4.14573107775298e-12	1.24454417325e-08	0.976015766374529	3	2016	SEP	12	ID	Boise	USA	43.606004	-116.064106
ID	16N2205	1.22915975783029e-06	7.90519715334622e-06	1.41089859848451e-10	1.7312134793394e-11	0.999990865484688	3	2016	SEP	14	ID	Boise	USA	43.606004	-116.064106
ID	16N2206	2.99667774572706e-07	6.76363915618377e-08	2.9814276480702e-17	1.03829932945752e-16	0.999999632695834	3	2016	SEP	7	ID	Boise	USA	43.606004	-116.064106
ID	16N2207	3.86267488456686e-07	4.89621495065741e-06	3.31255655376783e-11	1.63633123032134e-10	0.999994717320802	3	2016	SEP	16	ID	Boise	USA	43.606004	-116.064106
ID	16N2208	0.00011401978888344	0.0433114208966434	4.43973709493631e-07	1.69707207676259e-07	0.956573945633554	3	2016	OCT	5	ID	Boise	USA	43.606004	-116.064106
ID	16N2209	2.47226622884258e-09	6.59508948584434e-06	8.96178061893921e-13	1.67467801119981e-09	0.999993400762676	3	2016	SEP	15	ID	Boise	USA	43.606004	-116.064106
ID	16N2210	1.6838430613684e-09	0.000439034960057215	6.59515359052284e-10	7.84011776338599e-12	0.999560962688744	17	2016	SEP	7	ID	Boise	USA	43.606004	-116.064106
ID	16N2211	4.14481632194698e-08	3.99492256275405e-05	1.57925284907357e-11	1.73737686630772e-13	0.999960009310244	3	2016	SEP	11	ID	Boise	USA	43.606004	-116.064106
ID	16N2212	1.62115576074646e-07	0.00864601396006184	6.43382198739383e-11	2.31608598013002e-12	0.991353823857707	3	2016	SEP	28	ID	Boise	USA	43.606004	-116.064106
ID	16N2213	2.17111034471938e-10	0.000221992591117609	7.00631177204818e-10	1.2033314406837e-12	0.999778006489937	5	2016	OCT	1	ID	Boise	USA	43.606004	-116.064106
ID	16N2214	1.19619803466319e-07	0.000697921570797977	6.75401400257354e-07	2.74886067831821e-17	0.999301283407998	3	2016	OCT	6	ID	Boise	USA	43.606004	-116.064106
ID	16N2215	7.57597991176794e-05	0.00125282665593347	6.49543170894991e-12	5.72321982801214e-14	0.998671413538397	3	2016	OCT	11	ID	Boise	USA	43.606004	-116.064106
ID	16N2216	1.13595138083078e-07	0.0424145866626255	3.59411051430051e-05	1.59497939566206e-14	0.957549358637077	3	2016	OCT	11	ID	Boise	USA	43.606004	-116.064106
ID	16N2217	4.04060651450328e-07	0.000251983397015774	1.62956454347368e-07	3.44294957983761e-10	0.999747449241585	5	2016	OCT	12	ID	Boise	USA	43.606004	-116.064106
ID	16N2218	1.94512322648304e-10	0.000210229568694067	2.70651319105951e-09	2.16043652478759e-11	0.999789767508677	1	2017	DEC	5	ID	Boise	USA	43.606004	-116.064106
